   0 255 255 199     64 228 228 213    128 202 202 227    192 175 175 241   
   1 254 254 200     65 228 228 214    129 201 201 227    193 175 175 241   
   2 254 254 200     66 227 227 214    130 201 201 228    194 175 175 241   
   3 253 253 200     67 227 227 214    131 201 201 228    195 174 174 242   
   4 253 253 200     68 227 227 214    132 200 200 228    196 174 174 242   
   5 252 252 201     69 226 226 214    133 200 200 228    197 173 173 242   
   6 252 252 201     70 226 226 215    134 199 199 228    198 173 173 242   
   7 252 252 201     71 225 225 215    135 199 199 229    199 173 173 242   
   8 251 251 201     72 225 225 215    136 199 199 229    200 172 172 243   
   9 251 251 201     73 224 224 215    137 198 198 229    201 172 172 243   
  10 250 250 202     74 224 224 215    138 198 198 229    202 171 171 243   
  11 250 250 202     75 224 224 216    139 197 197 229    203 171 171 243   
  12 250 250 202     76 223 223 216    140 197 197 230    204 171 171 244   
  13 249 249 202     77 223 223 216    141 196 196 230    205 170 170 244   
  14 249 249 203     78 222 222 216    142 196 196 230    206 170 170 244   
  15 248 248 203     79 222 222 217    143 196 196 230    207 169 169 244   
  16 248 248 203     80 222 222 217    144 195 195 231    208 169 169 244   
  17 247 247 203     81 221 221 217    145 195 195 231    209 168 168 245   
  18 247 247 203     82 221 221 217    146 194 194 231    210 168 168 245   
  19 247 247 204     83 220 220 217    147 194 194 231    211 168 168 245   
  20 246 246 204     84 220 220 218    148 194 194 231    212 167 167 245   
  21 246 246 204     85 220 220 218    149 193 193 232    213 167 167 245   
  22 245 245 204     86 219 219 218    150 193 193 232    214 166 166 246   
  23 245 245 204     87 219 219 218    151 192 192 232    215 166 166 246   
  24 245 245 205     88 218 218 218    152 192 192 232    216 166 166 246   
  25 244 244 205     89 218 218 219    153 191 191 232    217 165 165 246   
  26 244 244 205     90 217 217 219    154 191 191 233    218 165 165 247   
  27 243 243 205     91 217 217 219    155 191 191 233    219 164 164 247   
  28 243 243 206     92 217 217 219    156 190 190 233    220 164 164 247   
  29 243 243 206     93 216 216 220    157 190 190 233    221 164 164 247   
  30 242 242 206     94 216 216 220    158 189 189 234    222 163 163 247   
  31 242 242 206     95 215 215 220    159 189 189 234    223 163 163 248   
  32 241 241 206     96 215 215 220    160 189 189 234    224 162 162 248   
  33 241 241 207     97 215 215 220    161 188 188 234    225 162 162 248   
  34 240 240 207     98 214 214 221    162 188 188 234    226 161 161 248   
  35 240 240 207     99 214 214 221    163 187 187 235    227 161 161 248   
  36 240 240 207    100 213 213 221    164 187 187 235    228 161 161 249   
  37 239 239 207    101 213 213 221    165 187 187 235    229 160 160 249   
  38 239 239 208    102 213 213 222    166 186 186 235    230 160 160 249   
  39 238 238 208    103 212 212 222    167 186 186 236    231 159 159 249   
  40 238 238 208    104 212 212 222    168 185 185 236    232 159 159 250   
  41 238 238 208    105 211 211 222    169 185 185 236    233 159 159 250   
  42 237 237 209    106 211 211 222    170 184 184 236    234 158 158 250   
  43 237 237 209    107 210 210 223    171 184 184 236    235 158 158 250   
  44 236 236 209    108 210 210 223    172 184 184 237    236 157 157 250   
  45 236 236 209    109 210 210 223    173 183 183 237    237 157 157 251   
  46 236 236 209    110 209 209 223    174 183 183 237    238 157 157 251   
  47 235 235 210    111 209 209 223    175 182 182 237    239 156 156 251   
  48 235 235 210    112 208 208 224    176 182 182 237    240 156 156 251   
  49 234 234 210    113 208 208 224    177 182 182 238    241 155 155 251   
  50 234 234 210    114 208 208 224    178 181 181 238    242 155 155 252   
  51 233 233 210    115 207 207 224    179 181 181 238    243 154 154 252   
  52 233 233 211    116 207 207 225    180 180 180 238    244 154 154 252   
  53 233 233 211    117 206 206 225    181 180 180 239    245 154 154 252   
  54 232 232 211    118 206 206 225    182 180 180 239    246 153 153 253   
  55 232 232 211    119 206 206 225    183 179 179 239    247 153 153 253   
  56 231 231 212    120 205 205 225    184 179 179 239    248 152 152 253   
  57 231 231 212    121 205 205 226    185 178 178 239    249 152 152 253   
  58 231 231 212    122 204 204 226    186 178 178 240    250 152 152 253   
  59 230 230 212    123 204 204 226    187 177 177 240    251 151 151 254   
  60 230 230 212    124 203 203 226    188 177 177 240    252 151 151 254   
  61 229 229 213    125 203 203 226    189 177 177 240    253 150 150 254   
  62 229 229 213    126 203 203 227    190 176 176 240    254 150 150 254   
  63 229 229 213    127 202 202 227    191 176 176 241    255 150 150 255   
